event_date,year,assoc_actor_1,assoc_actor_2,admin1,admin2,location,latitude,longitude,source,notes,fatalities,tags
31 May 2020,2020,BLM: Black Lives Matter,,Missouri,St. Louis,Ferguson,38.7438,-90.305,AP,"On 31 May 2020, hundreds of demonstrators gathered in Ferguson (Missouri) over the death of George Floyd and as part of the Black Lives Matter movement. They threw fireworks, rocks, and bottles at the police. Police fired tear gas to disperse the crowd. Businesses were damaged during the riot.",0,crowd size=hundreds
31 May 2020,2020,BLM: Black Lives Matter,,Alabama,Mobile,Mobile,30.6944,-88.0431,Fox10 (Mobile); Birmingham News,"On 31 May 2020, between several hundreds to thousands of people gathered at Mardi Gras Park in Mobile (Alabama) to demonstrate against the death of George Floyd and to support the Black Lives Matter movement. They chanted slogans and marched around the city. The march resulted in a brief clash with police at the entrance to Interstate 10 where officers used gas to deter the group from trying to access the road. At night, an unknown number of people continued to demonstrate on Airport Boulevard in support of the same cause. Police fired pepper balls at the demonstrators.",0,crowd size=between several hundreds to thousands
31 May 2020,2020,BLM: Black Lives Matter,,Florida,Broward,Fort Lauderdale,26.1223,-80.1378,WLRN Radio; Crowd Counting Consortium; CBS4 (Miami); NBC6 (Miami); South Florida Sun Sentinel,"On 31 May 2020, hundreds of people gathered at Huizenga Park in Fort Lauderdale (Florida) in support of the Black Lives Matter movement, against police brutality, and against the death of George Floyd. Police tear gassed demonstrators, who then responded by throwing rocks and bottles. Some demonstrators threw concrete blocks at the windows of restaurants. A woman was severely injured after being shot in the head by a 40mm foam-tipped round fired by a police officer. Another man was shot in the lip at close range by a rubber bullet fired by police. On the same day, a large crowd gathered near the Broward County main library in Fort Lauderdale for the same cause. Police used tear gas to disperse the crowds after someone threw a water bottle at police. Demonstrators threw gas canisters back at police and damaged police vehicles. One officer shoved a kneeling demonstrator in the head. 2 people were arrested.",0,crowd size=hundreds
31 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),,District of Columbia,District of Columbia,Washington DC - National Mall,38.8875,-77.0364,Committee to Protect Journalists; US Press Freedom Tracker; Silver Spring Patch; AP,"On 31 May 2020, demonstrators started a fire near the White House, looted several stores in a shopping center, and set fire in a church in Washington DC - National Mall (District of Columbia) after the police fired tear gas into a crowd of more than 1000 people. One person was shot in the eye by police with a rubber bullet and required surgery. Eleven journalists were injured by the police and one by demonstrators.",0,crowd size=more than 1000
31 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),,Wisconsin,Dane,Madison,43.0748,-89.384,Committee to Protect Journalists; Isthmus; US Press Freedom Tracker,"On 31 May 2020, hundreds of demonstrators gathered at the Capitol in Madison (Wisconsin) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when demonstrators clashed with police in the evening. Several businesses were looted and their windows were smashed. Police intervened with pepper spray, tear gas and rubber bullets. At least one person was arrested with a firearm.",0,armed; crowd size=hundreds
31 May 2020,2020,BLM: Black Lives Matter,,North Carolina,Guilford,Greensboro,36.0726,-79.7919,Political Research Associates; WFMY; Triad City Beat,"On 31 May 2020, hundreds of people marched in Greensboro (North Carolina) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A firework was set off, business windows were broken and trash cans overturned. Police used tear gas to disperse the crowds. Three members of the Stokes County Militia were present and armed with handguns and rifles. The claimed that they were there to 'defend demonstrators' and if need be defend 'private property.'",0,armed; armed presence; crowd size=hundreds
31 May 2020,2020,BLM: Black Lives Matter; Government of the United States (2017-2021); Christian Group (United States); DEM: Democratic Party,,Ohio,Franklin,Columbus,39.9613,-82.9991,Columbus Dispatch; Count Love,"On 31 May 2020, thousands of people demonstrated outside the Statehouse in Columbus (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration was led by church leaders and participants included Mayor Andrew Ginther (D). A few demonstrators carried weapons. Some spray-painted buildings. Police fired wooden bullets, tear gas, and pepper spray to clear the crowd. Some demonstrators suffered injuries. A car unintentionally drove into the crowd, and struck a person on a bike. Demonstrators first threw the bike at the car and attempted to damage it, but later helped the car get out of the crowd. Police pulled seven demonstrators off a bus and detained them. Some demonstrators carried guns.",0,armed; crowd size=thousands
31 May 2020,2020,BLM: Black Lives Matter,,Washington,Spokane,Spokane,47.6596,-117.429,Spokesman Review; KHQ6 Local News; MilitiaWatch,"On 31 May 2020, thousands of demonstrators marched in Spokane (Washington) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when demonstrators hurled rocks at police, who responded with tear gas and rubber bullets to disperse the crowd at night. Firearm carrying militia groups including the III% American Patriots showed up to 'protect businesses' despite local businesses asking them not to come.",0,armed; armed presence; crowd size=thousands
31 May 2020,2020,BLM: Black Lives Matter,,New Jersey,Mercer,Trenton,40.2209,-74.759,News-Gazette (Champaign),"On 31 May 2020, more than 1000 people demonstrated in Trenton (New Jersey) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd, a black man killed by police in Minneapolis. demonstrators threw bricks at officers, set a police car on fire and looted some stores.",0,crowd size=more than 1000
31 May 2020,2020,BLM: Black Lives Matter,Sole Perpetrator (United States),Michigan,Ingham,Lansing,42.7339,-84.5555,Lansing State Journal,"On 31 May 2020, a demonstration in support of the Black Lives Matter movement and over the death of George Floyd turned violent in Lansing (Michigan). Demonstrators smashed windows of the Governor's office and the city's landmark Boji Tower and set trash bins ablaze. They also broke into a bank a block from the Michigan Capitol, demolishing the front windows and sparking fights. A woman drove into the crowd of demonstrators, but did not hit anyone. Hundreds of demonstrators swamped her car and destroyed, flipped and burned it. The woman has been charged with reckless driving. The police used pepper spray after the demonstration turned violent. A dozen people were arrested.",0,car ramming; crowd size=hundreds; local administrators
30 May 2020,2020,BLM: Black Lives Matter,,California,Orange,Santa Ana,33.7467,-117.8739,AP; Orange County Register; Count Love,"On 30 May 2020, several hundred demonstrators threw rocks and fireworks in Santa Ana (California) during a demonstration in support of Black Lives Matter movement and over the killing of George Floyd. Police forces intervened with rubber bullets and teargas to disperse demonstrators. Several arrests were made.",0,crowd size=several hundred
30 May 2020,2020,BLM: Black Lives Matter,Sole Perpetrator (United States),California,Sonoma,Santa Rosa,38.4406,-122.7207,KPIX5,"On 30 May 2020, several hundred people in Santa Rosa (California) held a Black Lives Matter demonstration over the killing of George Floydby police. The people gathered at Old Courthouse Square to the Sonoma County Sheriff's Office. The demonstration was peaceful until the night when clashes with the police occurred. A 17-year old boy drove a truck into the crowd, although no injuries were reported. He was arrested for assault with a deadly weapon.",0,crowd size=several hundred
30 May 2020,2020,BLM: Black Lives Matter,,Arizona,Pima,Tucson,32.2217,-110.9264,Arizona Daily Star; Crowd Counting Consortium; Fox10 (Phoenix),"On 30 May 2020, in Tucson (Arizona), around 400 demonstrators clashed with the police during a Black Lives Matter demonstration over the killing of George Floyd by police. Demonstrators also vandalized a police station and other buildings. Objects were reportedly thrown and a dumpster was set on fire. Police launched tear gas and paint balls.",0,crowd size=around 400
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),,Indiana,Marion,Indianapolis,39.7686,-86.158,AP; South Bend Tribune; US Press Freedom Tracker; Committee to Protect Journalists,"On 30 May 2020, over 2,000 people demonstrated in downtown Indianapolis (Indiana) as part of the Black Lives Matter movement to denounce the death of George Floyd. The demonstration turned violent, rioters damaged businesses, threw objects at police, and broke government building windows. The police clashed with rioters, fired tear gas, pepper spray, and projectiles, and made multiple arrests. A journalist was pepper sprayed by the police, and a newsroom's front door was shattered amid the demonstration. Two people were killed in shooting incidents during the night. The incidents have been linked to armed robbery incidents unassociated with the demonstrations.",0,crowd size=over 2000
30 May 2020,2020,BLM: Black Lives Matter,Sole Perpetrator (United States),California,Humboldt,Eureka,40.804,-124.1654,Times-Standard,"On 30 May 2020, hundreds of people demonstrated in Eureka (California) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when a group of rioters started clashing with officials and passing motorists. Two motorists drove intentionally into the crowd of demonstrators. The perpetrators fled the scene. No serious injuries or fatalities were reported.",0,car ramming; crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,Military Forces of the United States (2017-2021) National Guard,Minnesota,Ramsey,Saint Paul,44.9513,-93.0946,NPR; Minnesota Public Radio,"On 30 May 2020, hundreds of people were cleared off by the Saint Paul police from the bridge separating the Twin Cities (Minneapolis and St. Paul) in Saint Paul (Minnesota) during a demonstration in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The police believed that the demonstrators were heading towards Saint Paul from Minneapolis. It was reported that vehicles and buildings were burnt in St. Paul during the demonstration. 4,100 National Guards were on the ground in the Twin Cities to support the police, including helping put out the fires.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,Civilians (United States); Journalists (United States),Washington,King,Seattle,47.6056,-122.333,Seattle Times; KOMO4; US Press Freedom Tracker; Committee to Protect Journalists,"On 30 May 2020, thousands of people demonstrated in Seattle (Washington) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration began peacefully and turned violent when rioters set several cars on fire, threw Molotov cocktails at cars and buildings, some of them threw fireworks at peaceful crowds and police. There were also clashes with the police, and dozens were arrested. A news crew was harassed after a security guard with them took the AR-15 from a rioter and disabled it. Another journalist was also targeted by a rioter when they were trying to cover the camera. 27 people were arrested on suspicion of offences including assault, arson and looting. Multiple police officers and civilians were injured.",0,crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter,,Oregon,Marion,Salem,44.9385,-123.0305,Statesman Journal,"On 30 May 2020, more than 200 demonstrators marched in Salem (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. After a peaceful march, at night projectiles were thrown by individuals in the crowd toward officers. Police used tear gas to disperse the people.",0,crowd size=more than 200
30 May 2020,2020,BLM: Black Lives Matter,,Ohio,Hamilton,Cincinnati,39.1271,-84.5144,Cincinnati Enquirer,"On 30 May 2020, hundreds of people demonstrated in the Over-the-Rhine neighbourhood in Cincinnati (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. After a peaceful march, there was a clash between the police and demonstrators. Police in riot gear fired paintball guns loaded with pepper balls. A man was arrested. The windows of a number of businesses were broken and some looting occurred.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,,Texas,Travis,Austin,30.2747,-97.7405,NBC5 (Fort Worth-Dallas); KSAT12; KCBD11,"On 30 May 2020, thousands of demonstrators rioted in Austin (Texas) as part of national unrest in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters vandalized a number of establishments as well as the Texas State Capitol building, monuments and fixtures. Several police officers were injured as a result of the scuffles. Officials arrested a suspect on 23 June, charged with vandalizing the State Capitol during the event. Seven police officers were placed on administrative leave in connection with four incidents of excessive force after several people were hit in the head (2 seriously injured) with bags filled with lead pellets.",0,crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),,Michigan,Wayne,Detroit,42.3351,-83.0476,ProPublica; Detroit News; Detroit Free Press,"On 30 May 2020, hundreds of people demonstrated in Detroit (Michigan) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened with tear gas and rubber bullets. Rioters threw back the tear gas and set off fireworks at the police. An unarmed demonstrator was pushed to the ground by the police. Police arrested 84 people. Three journalists were pepper sprayed by the police while reporting.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,,Wisconsin,Dane,Madison,43.0748,-89.384,Isthmus,"On 30 May 2020, around 3000 people demonstrated in Madison (Wisconsin) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Around 150 rioters smashed windows, threw water bottles, rocks and chairs. Police intervened with pepper spray.",0,crowd size=around 3000
30 May 2020,2020,BLM: Black Lives Matter,,Illinois,Winnebago,Rockford,42.2594,-89.0644,Crowd Counting Consortium; WREX-TV; Rockford Register Star,"On 30 May 2020, thousands of people demonstrated in Rockford (Illinois) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when some people threw water bottles and rocks at the police station. Police fired bean bag rounds and arrested several people. They also used tear gas and pepper spray to disperse the crowd. Some businesses were looted and several people were arrested.",0,crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter,,Missouri,Phelps,Rolla,37.9483,-91.7725,KOLR10,"On 30 May 2020, hundreds of people demonstrated in Rolla (Missouri) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters broke some windows.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,Civilians (United States); Journalists (United States),Delaware,New Castle,Wilmington,39.7444,-75.5516,News Journal (Wilmington-DE); US Press Freedom Tracker; Committee to Protect Journalists,"On 30 May 2020, more than 1,000 people demonstrated in downtown Wilmington (Delaware) in support of the Black Lives Matter movement and against Police brutality and the death of George Floyd. The demonstration turned violent when rioters set fire to trash bins and smashed windows. Two journalists were allegedly attacked by the demonstrators. No injuries reported.",0,crowd size=more than 1000
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),Civilians (United States); Journalists (United States),Illinois,Cook,Chicago,41.85,-87.6501,US Press Freedom Tracker; Chicago Sun-Times; Committee to Protect Journalists,"On 30 May 2020, several hundred people held a demonstration in Chicago (Illinois) in support of the Black Lives Matter movement and against Police brutality and the death of George Floyd. The demonstration turned violent when rioters threw water bottles, climbed cars, and destroyed property. Police intervened with tear gas and 108 people were arrested. During the event two journalists were pepper sprayed by the police and one was attacked by the rioters.",0,crowd size=several hundred
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),Civilians (United States); Journalists (United States),Maryland,Baltimore City,Baltimore,39.2903,-76.6121,Committee to Protect Journalists; Baltimore Sun; US Press Freedom Tracker,"On 30 May 2020, hundreds of people demonstrated in Baltimore (Maryland) in support of the Black Lives Matter movement and against Police brutality and the death of George Floyd. The demonstration turned violent when rioters threw objects at police officers and destroyed some property. Police intervened with tear gas and arrested 14 people. A journalist was hit by a rubber bullet. Another journalist was assaulted and robbed by rioters.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,Civilians (United States); Journalists (United States),South Carolina,Charleston,Charleston,32.7766,-79.9309,New York Times; WCBD NBC2; MyTV Charleston; US Press Freedom Tracker; WMBF; Live 5 (Charleston); Patriot-News; Committee to Protect Journalists,"On 30 May 2020, thousands of people staged a demonstration in Charleston (South Carolina) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. A group of people marched toward the I-26 which they blocked on both sides of the bridge. Rioters looted some businesses downtown. A journalist crew was targeted by rioters when a large brick was thrown through their vehicle's back window, smashing the glass. 1 arrest was made later and the person was charged with 2 counts of burglary. Toward the evening, a statue was spray-painted and some windows were broken. A curfew was set in the city after 11pm to 7am. Trump supporters showed up and had to be escorted after they were 'punched'. One man's hat with 'MAGA' on it was taken off and burned.",0,crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter,,Tennessee,Hamilton,Chattanooga,35.0456,-85.3097,Channel 3 (Chattanooga); Chattanooga Times Free Press; Crowd Counting Consortium,"On 30 May 2020, hundreds of people peacefully demonstrated in Chattanooga (Tennessee) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. As night fell, the demonstration turned violent, with demonstrators throwing rocks. A total of 11 people were arrested.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,Civilians (United States); Journalists (United States),Arkansas,Pulaski,Little Rock,34.7464,-92.2879,US Press Freedom Tracker; North-West Arkansas Democrat-Gazette; Committee to Protect Journalists,"On 30 May 2020, 400-500 people rioted in Little Rock (Arkansas) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent as rioters smashed windows and threw bottles of liquid at a local television camera crew, as well as fireworks. They also blocked interstate 630, prompting police to use tear gas to deter them, albeit unsuccessful.",0,crowd size=400-500
30 May 2020,2020,BLM: Black Lives Matter,,Pennsylvania,Erie,Erie,42.1292,-80.0851,Erie Times News; JET24; Crowd Counting Consortium; WICU,"On 30 May 2020, hundreds of people staged a march in Erie (Pennsylvania) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Demonstrators threw objects and fireworks at police officers and vandalized stores. A person was shot in the thigh during the evening and taken to the hospital. Police used tear gas to disperse the crowds. A state of emergency was declared in Erie. Altogether, 24 people have been arrested in connection to the riots.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,,Pennsylvania,Dauphin,Harrisburg,40.2726,-76.8875,Patriot-News; Crowd Counting Consortium; Pennsylvania Capital-Star,"On 30 May 2020, about 200 people staged a march in Harrisburg (Pennsylvania) in support of the Black Lives Matter movement, mobilized by the death of George Floyd at the hands of police. In the afternoon, the march turned violent with the police using pepper spray and tear gas to disperse the group. Demonstrators threw bottles at police officers, and someone threw a brick at a police car. Two police officers were hospitalized.",0,crowd size=about 200
30 May 2020,2020,BLM: Black Lives Matter,,New York,Orange,Monroe,41.3302,-74.1876,Crowd Counting Consortium; AM1370,"On 30 May 2020, hundreds of people demonstrated in Monroe (New York) in support of the Black Lives Matter movement and against police brutality. The demonstration turned violent when some rioters destroyed two police cruisers, lighting at least one on fire. Police officers deployed pepper balls and tear gas to disperse the crowd. Some rioters picked up the tear gas canisters and launched them back at police, along with fireworks and bottles. Numerous cases of vandalism and looting were reported. An unreported number of people were arrested.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,,New Jersey,Monmouth,Asbury Park,40.2204,-74.0121,Bergen Record; Crowd Counting Consortium,"On 30 May 2020, an unreported number of people rioted in Asbury Park (New Jersey) in support of the Black Lives Matter movement and against police brutality. Police began making arrests past curfew and some demonstrators hurled rocks at officers. One officer was injured. Police made 12 arrests.",0,crowd size=unreported
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),,California,Los Angeles,Beverly Hills,34.0743,-118.3982,Patch; Crowd Counting Consortium,"On 30 May 2020, more than 2000 people demonstrated in Beverly Hills (California) in support of the Black Lives Matter movement and against police brutality. Police used tear gas to break up the remaining 200-300 people gathered at Rodeo and Santa Monica Boulevard after the gathering was declared an illegal assembly. A journalist from ABC7 was hit by the tear gas while on air. Patrol cars were vandalized and a clothing store was looted. A few police officers sustained minor injuries.",0,crowd size=more than 2000
30 May 2020,2020,BLM: Black Lives Matter,,Kansas,Wyandotte,Kansas City,39.1163,-94.6274,Crowd Counting Consortium; Kansas City Star,"On 30 May 2020, about 400 to 500 demonstrators rioted in Kansas City (Kansas) in support of the Black Lives Matter movement and against police brutality. Five people were arrested and at least one officer and one protester were injured. Pepper spray was deployed on people who damaged property, including breaking windows at businesses and damaged police cars.",0,crowd size=about 400 to 500
30 May 2020,2020,BLM: Black Lives Matter; Police Forces of the United States (2017-2021),,Florida,Orange,Orlando,28.5347,-81.3872,Orlando Sentinel; Orlando Weekly; Crowd Counting Consortium; WFTV Channel 9,"On 30 May 2020, hundreds of people demonstrated in multiple locations in Orlando (Florida) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Orange County Sheriff and Orlando police Chief took a knee with the demonstrators. Later in the day, tear gas was used on State Road 408 to disperse a crowd. Police also used tear gas on demonstrators gathered on Interstate 4 after demonstrators threw rocks and construction equipment. Vandalism was reported. 17 people were arrested in connection with demonstrations and overnight break-ins.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,,Washington,Spokane,Spokane,47.6596,-117.429,News Break; Crowd Counting Consortium,"On 30 May 2020, thousands of people demonstrated in Spokane (Washington) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Looting, violence and confrontations with police were reported. Police used tear gas and rubber bullets to disperse crowds.",0,crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),Military Forces of the United States (2017-2021) National Guard,Kentucky,Jefferson,Louisville,38.2542,-85.7594,WAVE3; WKYT; Day (Norwich); Committee to Protect Journalists; Crowd Counting Consortium; Youtube; US Press Freedom Tracker; Courier-Journal (Louisville),"On 30 May 2020, about 300 people took part in a march in Louisville (Kentucky) in support of the Black Lives Matter movement mobilized by the death of George Floyd at the hands of police. The demonstration was ongoing for 3 days. A curfew was put in place, but people marched until the crowds were dispersed with tear gas. Demonstrators spray-painted walls and caused damage to buildings. 350 National Guardsmen were deployed. A journalist was hit with pepper pellets and another demonstrator was shot in the back of the head with a non-lethal bullet. One woman was shot in the head with a rubber bullet and required hospitalization. Officers launched tear gas and fired non-lethal pellets at the demonstrators. 33 people were arrested.",0,crowd size=about 300
30 May 2020,2020,BLM: Black Lives Matter,Government of the United States (2017-2021); Journalists (United States); Civilians (United States),Tennessee,Davidson,Nashville,36.166,-86.7842,Tennessean; Committee to Protect Journalists; US Press Freedom Tracker; WSVN,"On 30 May 2020, some 4,000 people joined a demonstration at the Legislative Plaza in Nashville (Tennessee) for a Black Lives Matter rally in the wake of the death of Georgy Floyd. Demonstrators threw bottles at police officers and smashed windows. Arson and vandalism also took place at the courthouse after night fell. The demonstrators toppled a Confederate statue. Police used tear gas and arrested multiple people. A journalist was targeted by rioters.",0,crowd size=some 4000; statue
30 May 2020,2020,BLM: Black Lives Matter,,Tennessee,Hamblen,Morristown,36.214,-83.2949,Daily Voice; WBIR10,"On 30 May 2020, more than 100 people gathered and marched in Morristown (Tennessee) as part of the Black Lives Matter movement. They shouted slogans and threw rocks and bottle at police officers. On the same day, hundreds of cars lined up in a 'funeral procession' in Morristown (New Jersey) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),,North Carolina,Wake,Raleigh,35.781,-78.6392,ABC11; Committee to Protect Journalists; US Press Freedom Tracker,"On 30 May 2020, thousands of demonstrators gathered in downtown Raleigh (North Carolina) as part of Black Lives Matter movement in in the wake of the death of George Floyd. They threw bottles and large rocks at police. Officers in riot gear used smoke and tear gas to disperse the crowd. Demonstrators also looted businesses and buildings, including smashing windows of a CVS pharmacy and a newspaper. Three journalists were allegedly tear gassed by the police multiple times.",0,crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter,,Florida,Duval,Jacksonville,30.3323,-81.6571,Florida Times-Union; WJXT,"On 30 May 2020, around 3,000 people took to the street in Jacksonville (Florida) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when around 200 rioters smashed windows and vandalized multiple buildings. A police officer suffered an injury to their neck (described as a slash). Police used tear gas against rioters and arrested 25 people.",0,crowd size=around 3000
30 May 2020,2020,BLM: Black Lives Matter; Government of the United States (2017-2021); DEM: Democratic Party; Women (United States); Civilians (United States); Journalists (United States); Students (United States),Military Forces of the United States (2017-2021) National Guard,Ohio,Franklin,Columbus,39.9613,-82.9991,ABC6 (Columbus); Committee to Protect Journalists; US Press Freedom Tracker; CNN; Columbus Dispatch,"On 30 May 2020, at least 2,000 people demonstrated in Columbus (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police closed all streets downtown and the National Guard cleared the streets. Police used pepper spray on demonstrators. 5 people were arrested. 2 officers were injured by demonstrators throwing rocks and bricks at them. Demonstrators set off fireworks and broke windows. A Black Democratic Party Congresswoman and the Columbus City Council President were both pepper sprayed by the police. One student journalist was chased by police and maced three times, and another two journalists were pepper sprayed.",0,crowd size=at least 2000
30 May 2020,2020,BLM: Black Lives Matter,,Oregon,Lane,Eugene,44.052,-123.0867,Register-Guard; Eugene Weekly; New York Times,"On 30 May 2020, more than 300 demonstrators set property on fire and vandalized local businesses in front of the West Seventh Street in Eugene (Oregon) during a demonstration in support of the Black Lives Matter movement and against police brutality. Police responded with tear gas and shooting 'extended range batons' (rubber bullets) at demonstrators.",0,crowd size=more than 300
30 May 2020,2020,BLM: Black Lives Matter,,Oklahoma,Oklahoma,Oklahoma City,35.4657,-97.5128,NonDoc,"On 30 May 2020, hundreds of people demonstrated in Oklahoma City (Oklahoma), against police violence in the death of George Floyd and in support of the Black Lives Matter movement. 13 people were arrested. Rioters vandalised some businesses and the police fired tear gas. The riot lasted until the next morning.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,,Missouri,St. Louis,Ferguson,38.7438,-90.305,St. Louis Post-Dispatch,"On 30 May 2020, hundreds of people demonstrated in two marches in Ferguson (Missouri) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters launched fireworks at police officers, smashed windows and looted a store. Police used tear gas.",0,crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter; Boogaloo Boys,Government of the United States (2017-2021),Nevada,Clark,Las Vegas,36.1749,-115.1372,Las Vegas Sun; ABC10 (San Diego); AP,"On 30 May 2020, hundreds of people marched through downtown Las Vegas (Nevada) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent when, later in the evening, some demonstrators who remained in the area from the earlier march vandalized buildings, set fires, and threw bottles, fireworks, and rocks at police officers. Police in riot gear responded by deploying tear gas. During the night, some demonstrators threw items at the Lloyd D George Courthouse. Several people entered the building and verbally threatened a federal security guard. At least five people were arrested on various charges including vandalism and impersonation of an officer. Police arrested three Boogaloo Boys members who intended to attack people with Molotov cocktails and other explosive weapons during the demonstration.",0,counter-demonstration; crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),,New York,Kings,New York - Brooklyn,40.6904,-73.9862,CBS News; HuffPost,"On 30 May 2020, thousands of Black Lives Matter demonstrators staged a demonstration in New York - Brooklyn (New York) over the death of George Floyd. Two NYPD vehicles drove into the crowd behind metal barriers, hitting at least half a dozen people. As it drove through, the initial vehicle accelerated and rammed through people standing in front of it. Demonstrators later hurled bottles and debris at the police, as well as attempted to throw a homemade firebomb into a police car with four officers inside. Police forcibly arrested a HuffPost reporter despite having presented a press pass.",0,car ramming; crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter,Sole Perpetrator (United States),North Dakota,Cass,Fargo,46.8771,-96.7898,Bismarck Tribune; INFORUM,"On 30 May 2020, hundreds of people gathered in Fargo and marched through West Fargo (North Dakota) in support of the Black Lives Matter movement and to denounce the killing of George Floyd by police. According to reports, rioters smashed windows, threw rocks, bottles, and damaged dumpsters and vehicles. Police fired several canisters of tear gas. At one point, a pickup truck intentionally struck a demonstrator who hung on for three blocks before falling off. The driver was arrested on the scene and the victim was taken to a hospital.",0,car ramming; crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter; African American Group (United States),Sole Perpetrator (United States),Nebraska,Douglas,Omaha,41.2568,-95.9342,CBS News; KETV Channel 7,"On 30 May 2020, up to 1,000 people gathered as part of the Black Lives Matter movement in Omaha (Nebraska) to denounce the killing of George Floyd by police in Minneapolis on 25 May 2020. According to reports, people began throwing objects at police, who responded with pepper balls and tear gas. Around midnight, the owner of a bar shot and killed a Black man, James Scurlock. The shooting came after an altercation between the bar owner and several BLM demonstrators in the bar.",1,crowd size=up to 1000
30 May 2020,2020,BLM: Black Lives Matter,Sole Perpetrator (United States),Nebraska,Lancaster,Lincoln,40.808,-96.6997,Lincoln Journal Star; Omaha World-Herald; Crowd Counting Consortium,"On 30 May 2020, hundreds of people marched in Lincoln (Nebraska) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration turned violent overnight when demonstrators looted private property. Police used tear gas to disperse demonstrators. A man was hit several times with rubber bullets by police, including near one of his eyes. Two people were arrested. A pickup truck also rammed into the crowd and hit a woman. The driver was arrested and charged with second-degree assault.",0,car ramming; crowd size=hundreds
